track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,cluster
Maroon,Taylor Swift,1,2022,10,21,2304.0,0,0.11230425329609911,12.0,16.0,14.0,0.0,0.0,0.3049645390070922,G,Major,0.5616438356164384,0.0,0.3132530120481928,0.061855670103092786,0.0,0.07446808510638298,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,1
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003.0,0,0.03309449184147002,21.0,0.0,44.0,0.0,0.0,0.46099290780141844,E,Minor,0.904109589041096,0.47311827956989244,0.7228915662650603,0.30927835051546393,0.0,0.0425531914893617,0.8160237388724048,Not Found,3
Bejeweled,Taylor Swift,1,2022,10,21,2699.0,0,0.1164228092507233,39.0,35.0,22.0,2.0,0.0,0.702127659574468,G,Major,0.6438356164383561,0.3763440860215054,0.5060240963855422,0.061855670103092786,0.0,0.06382978723404256,0.09891196834817027,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,1
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482.0,20,0.22645441921864937,27.0,77.0,22.0,2.0,0.0,0.34751773049645385,B,Minor,0.7808219178082192,0.40860215053763443,0.6506024096385543,0.020618556701030927,0.0,0.6702127659574468,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,1
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577.0,0,0.05841289061804844,108.0,56.0,30.0,0.0,0.0,0.1985815602836879,F,Major,0.547945205479452,0.956989247311828,0.8915662650602411,0.010309278350515464,0.0,0.09574468085106383,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273f1ead165a7504b97e66ea7c4,0
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821.0,34,0.3054662525381366,83.0,58.0,128.0,7.0,0.0,0.17730496453900713,C#,Minor,0.8767123287671232,0.5053763440860216,0.6626506024096386,0.3711340206185567,0.0,0.06382978723404256,0.12363996043521285,Not Found,0
Too Late,SZA,1,2022,12,8,714.0,0,0.006814078867507921,0.0,9.0,2.0,0.0,0.0,0.44680851063829785,B,Major,0.30136986301369867,0.33333333333333337,0.6506024096385543,0.8041237113402062,0.0,0.3829787234042553,0.12363996043521285,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185.0,4,0.2289403327038814,38.0,64.0,37.0,3.0,36.0,0.22695035460992907,A,Major,0.821917808219178,0.46236559139784944,0.7951807228915663,0.020618556701030927,0.0,0.22340425531914893,0.14836795252225543,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,0
Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612.0,0,0.08386502045802718,120.0,30.0,52.0,0.0,1.0,0.6170212765957447,G,Minor,0.6301369863013699,0.967741935483871,0.6867469879518073,0.8144329896907216,0.0,0.0425531914893617,0.12363996043521285,https://i.scdn.co/image/ab67616d0000b27393cc654759c909d4c1123739,0
Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326.0,0,0.05765961592486879,32.0,3.0,65.0,0.0,0.0,0.7801418439716311,G#,Major,0.38356164383561636,0.967741935483871,0.24096385542168677,0.7525773195876289,0.0,0.07446808510638298,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b27352693de430023c13b7976490,2
Far,SZA,1,2022,12,9,680.0,0,0.007748776223798638,2.0,15.0,1.0,0.0,0.0,0.36170212765957444,D,Major,0.5205479452054795,0.47311827956989244,0.49397590361445787,0.6907216494845361,0.0,0.13829787234042554,0.12363996043521285,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2
On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398.0,0,0.018161020928268847,2.0,2.0,6.0,0.0,2.0,0.10638297872340419,F,Minor,0.136986301369863,0.5053763440860216,0.5421686746987953,0.7835051546391752,0.0,0.43617021276595747,0.0741839762611277,Not Found,2
GATï¿½ï¿½,"Maldy, Karol G",2,2022,8,25,3328.0,13,0.11411564603923723,39.0,50.0,57.0,3.0,1.0,0.1985815602836879,B,Minor,0.547945205479452,0.3225806451612903,0.8674698795180723,0.26804123711340205,0.0,0.19148936170212766,0.8902077151335325,Not Found,3
ýýýabcdefu,Gayle,1,2021,8,13,7215.0,0,0.38338854237912917,170.0,12.0,575.0,18.0,0.0,0.4042553191489362,E,Major,0.6438356164383561,0.40860215053763443,0.4819277108433735,0.30927835051546393,0.0,0.3617021276595745,0.049455984174085144,Not Found,1
Sacrifice,The Weeknd,1,2022,1,7,4440.0,0,0.1158668473476266,81.0,77.0,133.0,0.0,0.0,0.4042553191489362,G,Major,0.6438356164383561,0.9354838709677421,0.783132530120482,0.030927835051546393,0.0,0.0425531914893617,0.173095944609298,https://i.scdn.co/image/ab67616d0000b2731c7942eac1aece801758fccf,0
Is There Someone Else?,The Weeknd,1,2022,1,7,2881.0,6,0.1411952260308504,13.0,89.0,34.0,0.0,3.0,0.4964539007092198,A,Minor,0.6438356164383561,0.6021505376344087,0.5301204819277109,0.041237113402061855,0.0,0.13829787234042554,0.0,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,0
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235.0,0,0.12482304811344759,65.0,7.0,70.0,16.0,6.0,0.3120567375886525,F,Major,0.5068493150684932,0.44086021505376344,0.3975903614457832,0.6391752577319587,0.0,0.2978723404255319,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b273270a1c7644ec5a23c7d05272,2
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403.0,0,0.2526023754357412,183.0,63.0,465.0,0.0,11.0,0.42553191489361697,B,Minor,0.8493150684931507,0.6451612903225807,0.8072289156626506,0.020618556701030927,0.1025430680885977,0.0425531914893617,0.14836795252225543,Not Found,0
Pepas,Farruko,1,2021,6,24,14114.0,17,0.5021646846290622,252.0,109.0,965.0,20.0,0.0,0.46099290780141844,G,Major,0.726027397260274,0.43010752688172044,0.7590361445783134,0.010309278350515464,0.0,0.10638297872340427,0.0,https://i.scdn.co/image/ab67616d0000b2734239a6aa89738d8f798168ad,1
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915.0,0,0.03431024039108299,7.0,47.0,15.0,0.0,0.0,0.3971631205673759,G,Minor,0.7808219178082192,0.6236559139784947,0.4457831325301205,0.020618556701030927,0.0,0.06382978723404256,0.12363996043521285,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,0
Gasoline,The Weeknd,1,2022,1,7,2297.0,0,0.03339282731519268,11.0,29.0,14.0,0.0,0.0,0.4113475177304964,F#,Minor,0.6986301369863015,0.33333333333333337,0.710843373493976,0.0,0.0,0.19148936170212766,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,1
Infinity,Jaymes Young,1,2017,6,23,4375.0,0,0.3364064217683964,24.0,0.0,396.0,0.0,0.0,0.4042553191489362,B,Minor,0.6027397260273972,0.49462365591397855,0.6385542168674699,0.15463917525773196,0.0,0.2872340425531915,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273a9897f65d1ead1be10a51e3f,1
Take My Breath,The Weeknd,1,2021,8,6,2597.0,0,0.03879663516171786,17.0,80.0,38.0,0.0,0.0,0.3971631205673759,A#,Minor,0.6438356164383561,0.33333333333333337,0.7590361445783134,0.010309278350515464,0.0,0.2446808510638298,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,1
good 4 u,Olivia Rodrigo,1,2021,5,14,15563.0,6,0.7289512244057303,259.0,55.0,461.0,1.0,0.0,0.7163120567375886,F#,Minor,0.4520547945205479,0.6881720430107527,0.6265060240963856,0.28865979381443296,0.0,0.08510638297872342,0.3709198813056385,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,0
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420.0,0,0.02207624227733881,7.0,18.0,7.0,0.0,0.0,0.4964539007092198,C#,Major,0.24657534246575347,0.24731182795698925,0.6024096385542169,0.3711340206185567,0.0,0.6063829787234043,0.0,Not Found,1
Best Friends,The Weeknd,1,2022,1,7,1292.0,0,0.02718884652295075,3.0,18.0,14.0,0.0,0.0,0.15602836879432624,E,Minor,0.35616438356164387,0.48387096774193555,0.5421686746987953,0.4536082474226804,0.0,0.3404255319148936,0.4451038575667662,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,3
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867.0,0,0.6065216913081228,382.0,65.0,497.0,0.0,12.0,0.3262411347517731,G#,Major,0.7397260273972603,0.7526881720430109,0.6265060240963856,0.30927835051546393,0.0,0.10638297872340427,0.0,Not Found,0
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178.0,0,0.02347203741190426,9.0,10.0,9.0,0.0,0.0,0.3191489361702128,D,Major,0.7123287671232876,0.870967741935484,0.8433734939759038,0.10309278350515463,0.0,0.2978723404255319,0.3956478733926811,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,0
Need To Know,Doja Cat,1,2021,6,11,6672.0,0,0.3971241675117019,125.0,36.0,150.0,0.0,0.0,0.46099290780141844,C#,Major,0.5890410958904109,0.16129032258064518,0.5662650602409639,0.30927835051546393,0.0,0.06382978723404256,0.09891196834817027,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,1
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329.0,0,0.6693822795557418,275.0,19.0,738.0,0.0,0.0,0.8085106382978723,G#,Minor,0.5205479452054795,0.7741935483870969,0.4457831325301205,0.30927835051546393,0.0,0.3723404255319149,0.2967359050445108,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,0
love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669.0,2,0.2730608072286404,74.0,0.0,262.0,14.0,0.0,0.1985815602836879,F,Minor,0.6986301369863015,0.5268817204301076,0.710843373493976,0.6288659793814433,0.0,0.10638297872340427,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273405fdad252857e01dbced96a,2
Dawn FM,The Weeknd,1,2022,1,7,811.0,0,0.008649333717538427,1.0,8.0,6.0,0.0,0.0,0.09219858156028371,A,Minor,0.0547945205479452,0.06451612903225808,0.42168674698795183,0.6391752577319587,0.0,0.4893617021276596,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2
Surface Pressure,Jessica Darrow,1,2021,11,19,1756.0,0,0.09266987305931637,38.0,48.0,20.0,0.0,0.0,0.8156028368794327,D,Major,0.5753424657534247,0.3548387096774194,0.5301204819277109,0.020618556701030927,0.0,0.010638297872340427,0.6923837784371919,https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229,3
Starry Eyes,The Weeknd,1,2022,1,7,1014.0,0,0.01677060357944828,1.0,17.0,11.0,0.0,0.0,0.14893617021276595,A,Minor,0.0684931506849315,0.09677419354838711,0.32530120481927716,0.5154639175257731,0.0,0.1702127659574468,0.0,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963.0,0,0.3492753054866842,173.0,7.0,298.0,0.0,4.0,0.16312056737588654,C#,Minor,0.6986301369863015,0.5483870967741936,0.855421686746988,0.010309278350515464,0.0,0.021276595744680854,0.46983184965380875,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,3
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771.0,0,0.19948557776120404,68.0,18.0,75.0,0.0,1.0,0.22695035460992907,C#,Major,0.6164383561643836,0.7311827956989249,0.7710843373493976,0.041237113402061855,0.0,0.0425531914893617,0.049455984174085144,Not Found,0
Beggin,Mï¿½ï¿½ne,1,2017,12,8,8559.0,0,0.524924998118162,183.0,64.0,964.0,9.0,75.0,0.4893617021276595,B,Minor,0.6575342465753424,0.5913978494623657,0.7951807228915663,0.13402061855670103,0.0,0.35106382978723405,0.049455984174085144,Not Found,0
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221.0,2,0.21465803006990564,67.0,13.0,139.0,0.0,40.0,0.36170212765957444,D,Major,0.7123287671232876,0.34408602150537637,0.746987951807229,0.12371134020618557,0.0,0.07446808510638298,0.173095944609298,Not Found,1
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423.0,26,0.2921986653016105,61.0,65.0,53.0,6.0,0.0,0.7446808510638298,E,Minor,0.5616438356164384,0.10752688172043011,0.674698795180723,0.09278350515463918,0.0,0.06382978723404256,0.12363996043521285,https://i.scdn.co/image/ab67616d0000b273abe9c2b5f03653d6b87696e6,1
MONEY,Lisa,1,2021,9,10,2566.0,13,0.3268102507460124,44.0,109.0,131.0,0.0,0.0,0.5319148936170213,C#,Minor,0.821917808219178,0.38709677419354843,0.49397590361445787,0.16494845360824742,0.0,0.11702127659574468,0.4945598417408513,https://i.scdn.co/image/ab67616d0000b273330f11fb125bb80b760f9e19,3
The Motto,"Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151.0,6,0.24523119233951224,240.0,107.0,268.0,0.0,5.0,0.375886524822695,G,Minor,0.7123287671232876,0.4516129032258065,0.746987951807229,0.030927835051546393,0.0,0.06382978723404256,0.024727992087042572,Not Found,1
traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257.0,6,0.471109961017976,85.0,43.0,134.0,0.0,0.0,0.7872340425531915,D#,Major,0.0821917808219178,0.08602150537634408,0.2289156626506024,0.7010309278350515,0.0,0.09574468085106383,0.049455984174085144,Not Found,2
Toxic,BoyWithUke,1,2021,9,10,1795.0,0,0.21653374169638703,34.0,23.0,118.0,0.0,0.0,0.8156028368794327,G#,Minor,0.49315068493150677,0.6989247311827957,0.5662650602409639,0.865979381443299,0.0,0.4574468085106383,0.8160237388724048,https://i.scdn.co/image/ab67616d0000b273ee07023115f822012390d2a0,3
drivers license,Olivia Rodrigo,1,2021,1,8,12685.0,3,0.7175970494864129,185.0,61.0,485.0,0.0,0.0,0.5602836879432623,A#,Major,0.49315068493150677,0.1827956989247312,0.3493975903614458,0.7835051546391752,0.0,0.07446808510638298,0.09891196834817027,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,648.0,1,0.0820313629117416,14.0,3.0,81.0,0.0,0.0,0.4822695035460993,F#,Minor,0.8082191780821919,0.5161290322580646,0.5662650602409639,0.3917525773195876,0.0,0.11702127659574468,0.5934718100890216,Not Found,3
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,2022,1,7,1184.0,0,0.012527659118333756,1.0,5.0,6.0,0.0,0.0,0.4042553191489362,A#,Major,0.7397260273972603,0.22580645161290325,0.5783132530120483,0.35051546391752575,0.0,0.2127659574468085,0.0,Not Found,1
Oh My God,Adele,1,2021,11,19,4431.0,0,0.17065137787754084,105.0,7.0,199.0,0.0,0.0,0.16312056737588654,C#,Major,0.4109589041095891,0.5483870967741936,0.710843373493976,0.09278350515463918,0.0,0.0,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7,1
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759.0,3,0.08056020529684621,32.0,0.0,12.0,0.0,0.0,0.7446808510638298,F,Minor,0.6438356164383561,0.6129032258064517,0.3614457831325302,0.41237113402061853,0.0,0.3617021276595745,0.024727992087042572,Not Found,0
A Tale By Quincy,The Weeknd,1,2022,1,7,733.0,0,0.003930485867373115,0.0,2.0,2.0,0.0,0.0,0.2056737588652482,F,Minor,0.3150684931506849,0.5483870967741936,0.4337349397590362,0.7319587628865979,0.0,0.07446808510638298,0.19782393669634052,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2
I AM WOMAN,Emmy Meli,1,2021,11,18,2795.0,0,0.07597015317550898,45.0,0.0,107.0,0.0,0.0,0.7446808510638298,A#,Major,0.5753424657534247,0.4516129032258065,0.3975903614457832,0.12371134020618557,0.0,0.10638297872340427,0.3214638971315534,https://i.scdn.co/image/ab67616d0000b273d4e10cba96b669683d0f8069,1
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780.0,2,0.14197281156914549,54.0,21.0,57.0,1.0,0.0,0.17730496453900713,E,Minor,0.7671232876712328,0.8064516129032259,0.674698795180723,0.5876288659793815,0.0,0.6702127659574468,0.12363996043521285,Not Found,0
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950.0,0,0.10030961262205805,56.0,8.0,104.0,0.0,10.0,0.09219858156028371,G,Major,0.2328767123287671,0.03225806451612903,0.18072289156626506,0.6391752577319587,0.0,0.06382978723404256,0.0,Not Found,2
Softcore,The Neighbourhood,1,2018,3,9,3947.0,12,0.22313075390857512,33.0,102.0,93.0,0.0,30.0,0.2056737588652482,D,Major,0.4657534246575343,0.34408602150537637,0.5301204819277109,0.05154639175257732,0.0,0.12765957446808512,0.0,https://i.scdn.co/image/ab67616d0000b2739b6ac98a52f62d5cb473da40,1
Super Gremlin,Kodak Black,1,2021,10,30,2551.0,0,0.12214862960281707,52.0,15.0,35.0,0.0,1.0,0.05673758865248224,D,Major,0.821917808219178,0.07526881720430108,0.32530120481927716,0.0,0.0,0.35106382978723405,0.27200791295746823,https://i.scdn.co/image/ab67616d0000b2735340631eca6f127d094545c9,1
Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,5375.0,10,0.25222051178202737,138.0,24.0,133.0,0.0,1.0,0.7872340425531915,C#,Major,0.6849315068493151,0.8064516129032259,0.8674698795180723,0.4329896907216495,0.0,0.0425531914893617,0.3709198813056385,https://i.scdn.co/image/ab67616d0000b27312bcec4f18ee130369ce170c,0
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975.0,8,0.44666391995640237,188.0,75.0,268.0,6.0,16.0,0.44680851063829785,D#,Minor,0.7945205479452055,0.5698924731182796,0.5903614457831325,0.41237113402061853,0.02050861361771954,0.07446808510638298,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2734801828052a610b910cff795,0
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696.0,0,0.19985668702225012,42.0,2.0,57.0,0.0,0.0,0.3900709219858156,G#,Major,0.4794520547945205,0.43010752688172044,0.5542168674698795,0.4536082474226804,0.18457752255947588,0.021276595744680854,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b27339bb326b58346f99b8692745,2
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963.0,0,0.13816910363320645,63.0,40.0,76.0,0.0,0.0,0.12056737588652477,D,Major,0.547945205479452,0.870967741935484,0.5783132530120483,0.061855670103092786,0.0,0.3404255319148936,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,0
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734.0,0,0.19591607620597867,47.0,14.0,90.0,0.0,1.0,0.21276595744680848,D,Major,0.7397260273972603,0.38709677419354843,0.3975903614457832,0.020618556701030927,0.0,0.06382978723404256,0.0,https://i.scdn.co/image/ab67616d0000b273024ea7e883a713a3ad552a71,1
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047.0,9,0.18820092740296965,77.0,31.0,85.0,5.0,28.0,0.4113475177304964,B,Minor,0.7123287671232876,0.956989247311828,0.8674698795180723,0.08247422680412371,0.0,0.11702127659574468,0.0,https://i.scdn.co/image/ab67616d0000b2739f6800546cfaaacb3fa4b145,0
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215.0,21,0.6803539436480939,189.0,166.0,525.0,9.0,25.0,0.3191489361702128,E,Minor,0.6849315068493151,0.10752688172043011,0.5180722891566265,0.41237113402061853,0.0,0.08510638297872342,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b27334c8199b0b3b3fb42b8a98a8,1
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678.0,12,0.13449170529059878,20.0,4.0,15.0,1.0,3.0,0.21985815602836878,C#,Minor,0.5890410958904109,0.7741935483870969,0.819277108433735,0.4845360824742268,0.0,0.07446808510638298,0.7171117705242345,https://i.scdn.co/image/ab67616d0000b2735bddce84bc8f03ac82c988d4,3
Lï¿½ï¿½ï¿,Stromae,1,2022,1,9,2035.0,0,0.03021217354080594,41.0,122.0,394.0,0.0,2.0,0.16312056737588654,D,Minor,0.4520547945205479,0.5806451612903226,0.49397590361445787,0.36082474226804123,0.0,0.2127659574468085,0.19782393669634052,Not Found,1
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780.0,2,0.15905201506514574,86.0,76.0,59.0,0.0,16.0,0.23404255319148937,A,Minor,0.6849315068493151,0.6021505376344087,0.855421686746988,0.17525773195876287,0.0,0.22340425531914893,0.049455984174085144,Not Found,0
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643.0,0,0.126583280376811,69.0,3.0,70.0,0.0,3.0,0.3191489361702128,C#,Minor,0.8630136986301369,0.2903225806451613,0.4698795180722892,0.44329896907216493,0.0,0.08510638297872342,0.0741839762611277,Not Found,1
Butter,BTS,1,2021,5,21,4779.0,6,0.4368423801814786,180.0,135.0,223.0,0.0,5.0,0.3191489361702128,G#,Major,0.7671232876712328,0.7096774193548389,0.2650602409638554,0.0,0.0,0.031914893617021274,0.19782393669634052,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,0
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517.0,0,0.10981646941336995,54.0,28.0,43.0,0.0,0.0,0.09219858156028371,C#,Minor,0.7397260273972603,0.48387096774193555,0.33734939759036153,0.010309278350515464,0.02050861361771954,0.10638297872340427,0.3956478733926811,Not Found,3
You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073.0,0,0.25177064346166705,83.0,9.0,100.0,0.0,4.0,0.45390070921985815,G#,Major,0.821917808219178,0.43010752688172044,0.5783132530120483,0.020618556701030927,0.0,0.05319148936170213,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,1
deja vu,Olivia Rodrigo,1,2021,4,1,7545.0,4,0.4813361620772834,117.0,39.0,141.0,0.0,46.0,0.8226950354609929,A,Major,0.2876712328767123,0.1935483870967742,0.5542168674698795,0.6288659793814433,0.0,0.4148936170212766,0.14836795252225543,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2
Dynamite,BTS,1,2020,8,21,8528.0,5,0.6526650973894192,239.0,163.0,583.0,0.0,0.0,0.34751773049645385,F#,Minor,0.7123287671232876,0.7526881720430109,0.7590361445783134,0.010309278350515464,0.0,0.06382978723404256,0.173095944609298,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,0
TO THE MOON,Jnr Choi,1,2021,11,5,2979.0,0,0.08376469956638954,44.0,0.0,159.0,0.0,0.0,0.5602836879432623,D,Major,0.6986301369863015,0.3763440860215054,0.6144578313253013,0.05154639175257732,0.02050861361771954,0.08510638297872342,0.7912957467853622,https://i.scdn.co/image/ab67616d0000b2739af8418ffb638b3306a07714,3
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731.0,2,0.25730250398624993,110.0,145.0,447.0,0.0,46.0,0.25531914893617025,D,Major,0.5890410958904109,0.15053763440860218,0.6506024096385543,0.09278350515463918,0.0,0.09574468085106383,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273030e6a4145500730450e8794,1
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057.0,0,0.09017691454115873,17.0,5.0,21.0,0.0,0.0,0.13475177304964536,D,Major,0.6027397260273972,0.7956989247311829,0.5903614457831325,0.29896907216494845,0.0,0.09574468085106383,0.049455984174085144,Not Found,0
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272.0,19,0.22716838216443414,101.0,34.0,70.0,1.0,2.0,0.6312056737588653,F#,Major,0.5890410958904109,0.6344086021505377,0.6626506024096386,0.21649484536082475,0.0,0.08510638297872342,0.09891196834817027,Not Found,0
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417.0,0,0.42593160695823346,237.0,123.0,569.0,0.0,10.0,0.5886524822695035,F,Major,0.49315068493150677,0.7311827956989249,0.5783132530120483,0.18556701030927836,0.0,0.06382978723404256,0.0,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,0
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199.0,0,0.22105318866985182,45.0,43.0,45.0,0.0,3.0,0.5744680851063829,F,Minor,0.8493150684931507,0.1935483870967742,0.27710843373493976,0.13402061855670103,0.0,0.0425531914893617,0.6676557863501493,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,3
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026.0,0,0.21023622570460365,171.0,51.0,187.0,1.0,21.0,0.3900709219858156,B,Minor,0.7397260273972603,0.5053763440860216,0.783132530120482,0.20618556701030927,0.0,0.2446808510638298,0.0741839762611277,Not Found,0
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150.0,0,0.06012598218449329,20.0,38.0,12.0,0.0,0.0,0.5390070921985816,C#,Major,0.49315068493150677,0.5591397849462366,0.5903614457831325,0.12371134020618557,0.0,0.031914893617021274,0.8160237388724048,Not Found,3
Phantom Regret by Jim,The Weeknd,1,2022,1,7,768.0,0,1.4873542355747435e-05,1.0,1.0,3.0,0.0,0.0,0.3049645390070922,A,Minor,0.3150684931506849,0.20430107526881724,0.40963855421686757,0.7731958762886598,0.6152584085315862,0.11702127659574468,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2
Freaks,Surf Curse,1,2015,5,10,3006.0,3,0.3114048757937028,23.0,21.0,121.0,0.0,13.0,0.8156028368794327,A,Major,0.1643835616438356,0.39784946236559143,0.9638554216867471,0.0,1.0,0.021276595744680854,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b2739efda673310de265a2c1cf1f,1
Acapulco,Jason Derulo,1,2021,9,1,3098.0,0,0.13027787065876614,111.0,5.0,182.0,1.0,0.0,0.4042553191489362,A#,Major,0.7397260273972603,0.5053763440860216,0.783132530120482,0.05154639175257732,0.0,0.13829787234042554,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b2738544aa5ba43894b7103ec757,0
