track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,cluster
CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,2418.0,26,0.10311958190424206,52.0,66.0,55.0,1.0,16.0,0.35460992907801414,F,Minor,0.9863013698630136,0.41935483870967744,0.6626506024096386,0.4845360824742268,0.0,0.06382978723404256,0.6923837784371919,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,3
I Love You So,The Walters,1,2014,11,28,7536.0,7,0.36945979398969075,44.0,19.0,135.0,0.0,6.0,0.07801418439716312,A#,Major,0.4794520547945205,0.4516129032258065,0.6385542168674699,0.6701030927835051,0.0,0.10638297872340427,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2739214ff0109a0e062f8a6cf0f,2
Dark Red,Steve Lacy,1,2017,2,20,10431.0,7,0.34898000783713173,71.0,53.0,181.0,0.0,10.0,0.7588652482269503,F#,Major,0.5068493150684932,0.7849462365591399,0.7710843373493976,0.4639175257731959,0.0,0.09574468085106383,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b2733d2dfa42f771cd458b194979,0
Say You Won't Let Go,James Arthur,1,2016,9,9,15722.0,16,0.9385543119600168,231.0,37.0,1509.0,0.0,13.0,0.24113475177304966,A#,Major,0.2328767123287671,0.44086021505376344,0.5060240963855422,0.711340206185567,0.0,0.06382978723404256,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab,2
Heart To Heart,Mac DeMarco,1,2019,5,10,1640.0,0,0.08359303401257491,27.0,27.0,29.0,1.0,1.0,0.6028368794326241,G#,Minor,0.9178082191780823,0.6451612903225807,0.0,0.6907216494845361,0.7178014766201839,0.08510638297872342,0.173095944609298,https://i.scdn.co/image/ab67616d0000b273fa1323bb50728c7489980672,2
Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,34.0,0,0.014261888141199337,0.0,0.0,0.0,0.0,0.0,0.1914893617021276,A#,Minor,0.6575342465753424,0.39784946236559143,0.20481927710843376,0.8144329896907216,0.0,0.07446808510638298,0.049455984174085144,Not Found,2
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845.0,16,0.07531133787828113,20.0,8.0,30.0,2.0,0.0,0.21276595744680848,C#,Major,0.7397260273972603,0.7311827956989249,0.8795180722891568,0.17525773195876287,0.0,0.0425531914893617,0.049455984174085144,Not Found,0
LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301.0,30,0.17285382397738971,72.0,64.0,64.0,6.0,3.0,0.26241134751773043,B,Minor,0.821917808219178,0.5806451612903226,0.8313253012048193,0.21649484536082475,0.0,0.07446808510638298,0.049455984174085144,Not Found,0
Numb,Linkin Park,1,2003,3,24,20111.0,5,0.5224158987768973,39.0,0.0,7341.0,0.0,0.0,0.3191489361702128,A,Major,0.3698630136986301,0.2150537634408602,0.8674698795180723,0.0,0.0,0.648936170212766,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273b4ad7ebaf4575f120eb3f193,1
on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,615.0,2,0.03327345626787058,22.0,82.0,8.0,0.0,9.0,0.2056737588652482,B,Minor,0.6164383561643836,0.827956989247312,0.819277108433735,0.5463917525773195,0.0,0.06382978723404256,0.24727992087042566,https://i.scdn.co/image/ab67616d0000b2735e8286ff63f7efce1881a02b,0
One Thing At A Time,Morgan Wallen,1,2022,12,2,811.0,4,0.04579633452446068,11.0,58.0,5.0,0.0,21.0,0.5460992907801417,G,Major,0.5205479452054795,0.9462365591397851,0.9277108433734941,0.0,0.0,0.2446808510638298,0.0,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,0
Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5730.0,10,0.1828367059693541,108.0,16.0,197.0,3.0,165.0,0.5673758865248227,F#,Minor,0.49315068493150677,0.17204301075268819,0.7228915662650603,0.010309278350515464,0.0,0.12765957446808512,0.049455984174085144,Not Found,1
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1,2023,3,3,356.0,4,0.022346295061849212,4.0,20.0,0.0,0.0,0.0,0.3971631205673759,F#,Minor,0.5616438356164384,0.6774193548387097,0.7951807228915663,0.0,0.0,0.35106382978723405,0.0,Not Found,0
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1,2023,3,3,604.0,6,0.03693467685095009,22.0,101.0,0.0,0.0,66.0,0.5319148936170213,D#,Minor,0.5890410958904109,0.41935483870967744,0.746987951807229,0.5051546391752577,0.0,0.09574468085106383,0.0,Not Found,1
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190.0,0,0.028739889365065125,29.0,3.0,18.0,0.0,19.0,0.5106382978723404,C#,Minor,0.8356164383561644,0.43010752688172044,0.6385542168674699,0.08247422680412371,0.0,0.08510638297872342,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b273feeff698e6090e6b02f21ec0,1
Everything I Love,Morgan Wallen,1,2023,1,31,579.0,0,0.02503088091181545,11.0,54.0,0.0,0.0,103.0,0.276595744680851,G#,Major,0.4520547945205479,0.7311827956989249,0.855421686746988,0.0,0.0,0.12765957446808512,0.0,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,0
Heaven,Niall Horan,1,2023,2,17,1553.0,2,0.044269904305881444,61.0,6.0,48.0,0.0,150.0,0.1914893617021276,F,Major,0.4657534246575343,0.6881720430107527,0.746987951807229,0.07216494845360824,0.0,0.3191489361702128,0.0,https://i.scdn.co/image/ab67616d0000b2732a368fea49f5c489a9dc3949,0
LET GO,Central Cee,1,2022,12,15,2301.0,20,0.10457802238791962,49.0,23.0,110.0,0.0,8.0,0.5744680851063829,D,Minor,0.6986301369863015,0.5053763440860216,0.37349397590361455,0.8865979381443299,0.0,0.19148936170212766,0.8654797230464899,https://i.scdn.co/image/ab67616d0000b273cbb3701743a568e7f1c4e967,3
Sial,Mahalini,1,2023,1,23,134.0,4,0.05290880392453523,4.0,6.0,0.0,0.0,23.0,0.3900709219858156,D,Major,0.4520547945205479,0.17204301075268819,0.3493975903614458,0.9175257731958762,0.0,0.09574468085106383,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2732f7bb02cb4b74bd7c2406428,2
I Wrote The Book,Morgan Wallen,1,2023,1,31,430.0,0,0.02007916857325846,15.0,17.0,0.0,0.0,0.0,0.5602836879432623,D,Major,0.6164383561643836,0.849462365591398,0.8072289156626506,0.09278350515463918,0.0,0.05319148936170213,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,0
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86.0,0,0.04240392974872331,11.0,101.0,0.0,0.0,48.0,0.2056737588652482,A,Major,0.49315068493150677,0.43010752688172044,0.5060240963855422,0.8247422680412371,0.0,0.031914893617021274,0.0,Not Found,2
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629.0,14,0.10660266677275324,32.0,3.0,9.0,0.0,0.0,0.2056737588652482,G#,Major,0.6849315068493151,0.6559139784946237,0.783132530120482,0.05154639175257732,0.04101722723543908,0.08510638297872342,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b27360ddc59c8d590a37cf2348f3,0
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2,2022,12,15,1701.0,15,0.07445751595964906,30.0,15.0,34.0,2.0,47.0,0.34042553191489355,G,Minor,0.7671232876712328,0.6666666666666667,0.7228915662650603,0.08247422680412371,0.0,0.08510638297872342,0.049455984174085144,Not Found,0
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329.0,0,0.010597299663803059,14.0,35.0,1.0,0.0,0.0,0.5886524822695035,E,Major,0.3698630136986301,0.48387096774193555,0.746987951807229,0.12371134020618557,0.0,0.09574468085106383,0.0,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,1
Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168.0,0,0.019449646608596365,45.0,11.0,20.0,0.0,21.0,0.23404255319148937,C#,Major,0.6438356164383561,0.26881720430107525,0.710843373493976,0.12371134020618557,0.0,0.08510638297872342,0.568743818001979,https://i.scdn.co/image/ab67616d0000b273064c51559ea4a86bd557a86f,3
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162.0,6,0.04906087837717789,1.0,10.0,1.0,0.0,1.0,0.5319148936170213,B,Major,0.4794520547945205,0.23655913978494625,0.28915662650602414,0.9381443298969072,0.0,0.07446808510638298,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2734697d4ee22b3f63c17a3b9ec,2
Nobody Gets Me,SZA,1,2022,12,9,2536.0,6,0.09940871798524,59.0,100.0,58.0,13.0,2.0,0.24822695035460995,G,Major,0.1780821917808219,0.25806451612903225,0.16867469879518074,0.8350515463917526,0.0,0.1595744680851064,0.0,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2
PERO Tï¿,"Karol G, Quevedo",2,2023,2,23,387.0,11,0.024172605010908187,11.0,15.0,14.0,3.0,1.0,0.5319148936170213,F#,Major,0.8630136986301369,0.6881720430107527,0.783132530120482,0.4020618556701031,0.0,0.08510638297872342,0.6429277942631068,Not Found,3
Hype Boy,NewJeans,1,2022,8,1,892.0,17,0.1302798373267227,20.0,119.0,12.0,2.0,7.0,0.24822695035460995,E,Minor,0.49315068493150677,0.7956989247311829,0.9638554216867471,0.27835051546391754,0.0,0.2765957446808511,0.4945598417408513,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209,0
Bloody Mary,Lady Gaga,1,2011,1,1,3909.0,0,0.13381777081595567,66.0,26.0,277.0,3.0,734.0,0.24822695035460995,A,Minor,0.49315068493150677,0.48387096774193555,0.6144578313253013,0.020618556701030927,0.0,0.10638297872340427,0.0,https://i.scdn.co/image/ab67616d0000b273a47c0e156ea3cebe37fdcab8,1
ýýý98 Braves,Morgan Wallen,1,2023,3,3,282.0,0,0.009670879602318404,6.0,15.0,0.0,0.0,0.0,0.5460992907801417,D,Major,0.35616438356164387,0.47311827956989244,0.6385542168674699,0.10309278350515463,0.0,0.2446808510638298,0.0,Not Found,1
WANDA,Quevedo,1,2023,1,20,888.0,22,0.05637819166784584,11.0,24.0,7.0,1.0,7.0,0.7872340425531915,E,Minor,0.6712328767123288,0.989247311827957,0.5903614457831325,0.25773195876288657,0.0,0.19148936170212766,0.09891196834817027,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0,0
Thought You Should Know,Morgan Wallen,1,2022,5,6,968.0,4,0.06731063478209333,16.0,53.0,1.0,0.0,61.0,0.5319148936170213,F#,Major,0.4109589041095891,0.5053763440860216,0.674698795180723,0.5051546391752577,0.0,0.11702127659574468,0.0,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,2
In The End,Linkin Park,1,2000,10,24,25065.0,6,0.6256573371252298,63.0,0.0,6808.0,2.0,0.0,0.2836879432624113,D#,Minor,0.43835616438356156,0.38709677419354843,0.9156626506024098,0.010309278350515464,0.0,0.30851063829787234,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a,1
Zona De Perigo,Leo Santana,1,2022,12,8,531.0,4,0.040226426342556104,20.0,1.0,71.0,2.0,0.0,0.4964539007092198,F,Major,0.7945205479452055,1.0000000000000002,0.7590361445783134,0.7731958762886598,0.0,0.3404255319148936,0.0,https://i.scdn.co/image/ab67616d0000b2737fc5a85369c7df7f5f63efa3,0
Lovezinho,Treyce,1,2022,7,28,242.0,0,0.014989910110523943,12.0,2.0,13.0,0.0,4.0,0.44680851063829785,E,Minor,0.8082191780821919,0.6129032258064517,0.5421686746987953,0.30927835051546393,0.0,0.09574468085106383,0.024727992087042572,Not Found,0
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281.0,14,0.22687280709878235,94.0,21.0,80.0,15.0,38.0,0.25531914893617025,F,Major,0.6986301369863015,0.41935483870967744,0.6626506024096386,0.12371134020618557,0.0,0.09574468085106383,0.09891196834817027,https://i.scdn.co/image/ab67616d0000b27334362676667a4322838ccc97,1
Neverita,Bad Bunny,1,2022,5,6,2590.0,30,0.2512636368554136,20.0,64.0,35.0,6.0,0.0,0.4042553191489362,A#,Major,0.8904109589041096,0.41935483870967744,0.4337349397590362,0.07216494845360824,0.0,0.11702127659574468,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,1
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454.0,4,0.0242310568973965,6.0,1.0,21.0,0.0,1.0,0.12765957446808507,C#,Major,0.4109589041095891,0.38709677419354843,0.2650602409638554,0.7525773195876289,0.0,0.08510638297872342,0.741839762611277,Not Found,3
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180.0,7,0.4682121376721777,122.0,88.0,580.0,21.0,10.0,0.08510638297872342,B,Minor,0.6712328767123288,0.5913978494623657,0.746987951807229,0.24742268041237114,0.0,0.4148936170212766,0.6181998021760642,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13,3
Revenge,XXXTENTACION,1,2017,8,25,3600.0,11,0.3891434729534454,7.0,0.0,203.0,0.0,2.0,0.5319148936170213,B,Minor,0.7123287671232876,0.15053763440860218,0.13253012048192772,0.8041237113402062,0.0,0.08510638297872342,0.568743818001979,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,2
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254.0,6,0.09097817396777452,26.0,69.0,73.0,2.0,6.0,0.6595744680851064,C#,Major,0.5753424657534247,0.7311827956989249,0.9759036144578314,0.31958762886597936,0.0,0.9468085106382979,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b2736ccbcc3358d31dcba6e7c035,0
LA CANCIï¿½,"J Balvin, Bad Bunny",2,2019,6,28,6398.0,31,0.5513766117971489,177.0,109.0,305.0,3.0,5.0,0.7872340425531915,G,Major,0.7123287671232876,0.41935483870967744,0.6144578313253013,0.15463917525773196,0.0,0.08510638297872342,0.7171117705242345,Not Found,3
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660.0,15,0.08052744662068234,19.0,59.0,18.0,5.0,52.0,0.23404255319148937,B,Major,0.6849315068493151,0.903225806451613,0.5180722891566265,0.5773195876288659,0.0,0.021276595744680854,0.0,Not Found,0
Love Again,The Kid Laroi,1,2023,1,27,1283.0,0,0.04543071818077013,57.0,4.0,48.0,0.0,0.0,0.2978723404255319,B,Minor,0.5890410958904109,0.46236559139784944,0.3132530120481928,0.7422680412371134,0.0,0.08510638297872342,0.0,https://i.scdn.co/image/ab67616d0000b273a53643fc03785efb9926443d,2
After Hours,The Weeknd,1,2020,2,19,8084.0,6,0.2617630809843741,45.0,115.0,218.0,1.0,221.0,0.3120567375886525,F,Minor,0.5890410958904109,0.12903225806451613,0.5180722891566265,0.10309278350515463,0.02050861361771954,0.09574468085106383,0.0,https://i.scdn.co/image/ab67616d0000b27360884bc925e0ca47e8006996,1
About Damn Time,Lizzo,1,2022,7,15,2332.0,2,0.27190422414573734,0.0,0.0,25.0,0.0,0.0,0.3120567375886525,A#,Minor,0.8356164383561644,0.7311827956989249,0.7228915662650603,0.10309278350515463,0.0,0.32978723404255317,0.09891196834817027,https://i.scdn.co/image/ab67616d0000b273b817e721691aff3d67f26c04,0
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,2020,5,20,685.0,14,0.14585003319965312,24.0,94.0,9.0,0.0,23.0,0.6595744680851064,F#,Minor,0.5068493150684932,0.5161290322580646,0.746987951807229,0.17525773195876287,0.0,0.1702127659574468,0.049455984174085144,Not Found,1
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460.0,13,0.10906549185123404,53.0,7.0,56.0,3.0,1.0,0.2056737588652482,F,Minor,0.6986301369863015,0.6451612903225807,0.710843373493976,0.061855670103092786,0.0,0.07446808510638298,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b2739f05bb270f81880fd844aae8,0
Maan Meri Jaan,King,1,2022,10,12,288.0,6,0.11302747117302879,11.0,80.0,1.0,0.0,8.0,0.21985815602836878,F#,Minor,0.6438356164383561,0.38709677419354843,0.4457831325301205,0.36082474226804123,0.0,0.07446808510638298,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b27337f65266754703fd20d29854,1
Moscow Mule,Bad Bunny,1,2022,5,6,4572.0,33,0.34464049467465263,74.0,113.0,85.0,9.0,2.0,0.24822695035460995,F,Minor,0.7808219178082192,0.26881720430107525,0.6385542168674699,0.29896907216494845,0.0,0.09574468085106383,0.0,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,1
My Universe,"Coldplay, BTS",2,2021,9,24,6127.0,13,0.404746471118952,0.0,0.0,0.0,0.0,0.0,0.2836879432624113,A,Major,0.4794520547945205,0.40860215053763443,0.6506024096385543,0.010309278350515464,0.0,0.11702127659574468,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273f60a9b7e2abafc38da31f575,1
LLYLM,ROSALï¿½,1,2023,1,27,1838.0,0,0.036569794913335604,105.0,41.0,114.0,1.0,59.0,0.7446808510638298,F#,Minor,0.4520547945205479,0.5591397849462366,0.5903614457831325,0.13402061855670103,0.0,0.1702127659574468,0.5934718100890216,https://i.scdn.co/image/ab67616d0000b273b175e5feb05c6c28cc08ab62,3
TRUSTFALL,P!nk,1,2023,1,27,2098.0,16,0.04021121639585051,88.0,24.0,101.0,7.0,451.0,0.4042553191489362,G#,Major,0.5616438356164384,0.22580645161290325,0.9036144578313253,0.0,0.0,0.12765957446808512,0.14836795252225543,https://i.scdn.co/image/ab67616d0000b27302f93e92bdd5b3793eb688c0,1
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761.0,12,0.10575211804974112,23.0,95.0,11.0,0.0,3.0,0.2836879432624113,A#,Minor,0.8904109589041096,0.838709677419355,0.7951807228915663,0.08247422680412371,0.0,0.08510638297872342,0.12363996043521285,https://i.scdn.co/image/ab67616d0000b273a991995542d50a691b9ae5be,0
Boy's a liar,PinkPantheress,1,2022,11,30,1225.0,0,0.04888845955613595,27.0,0.0,28.0,13.0,0.0,0.4822695035460993,F,Major,0.5890410958904109,0.7526881720430109,0.8433734939759038,0.25773195876288657,0.0,0.19148936170212766,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b27342c5ba689b2e7cbc208a8fa7,0
Shirt,SZA,1,2022,10,28,3469.0,0,0.10913229608419268,71.0,95.0,31.0,0.0,2.0,0.3900709219858156,D#,Minor,0.8082191780821919,0.5483870967741936,0.37349397590361455,0.15463917525773196,0.061525840853158625,0.06382978723404256,0.173095944609298,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,0
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311.0,0,0.10428929392016485,129.0,31.0,212.0,1.0,41.0,0.7943262411347517,A,Major,0.0273972602739726,0.13978494623655913,0.19277108433734938,0.9278350515463918,0.0,0.10638297872340427,0.0,https://i.scdn.co/image/ab67616d0000b273a790c56cff6e3463bf9935cb,2
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616.0,0,0.11811192200690253,113.0,17.0,208.0,0.0,192.0,0.5460992907801417,D,Minor,0.5616438356164384,0.2903225806451613,0.6987951807228916,0.15463917525773196,0.0,0.06382978723404256,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b27304cd9a1664fb4539a55643fe,1
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006.0,16,0.17626740589655354,47.0,60.0,87.0,12.0,124.0,0.5602836879432623,E,Minor,0.4657534246575343,0.46236559139784944,0.8433734939759038,0.010309278350515464,0.02050861361771954,0.5212765957446809,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273a03e3d24ccee1c370899c342,1
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260.0,0,0.40616648790110516,113.0,92.0,259.0,0.0,1.0,0.3900709219858156,B,Minor,0.5753424657534247,0.817204301075269,0.8674698795180723,0.09278350515463918,0.0,0.1702127659574468,0.173095944609298,Not Found,0
"Hey, Mickey!",Baby Tate,1,2016,9,27,482.0,0,0.03569549607151655,9.0,1.0,12.0,4.0,3.0,0.4964539007092198,D,Major,0.9452054794520548,0.7419354838709679,0.4457831325301205,0.5670103092783505,0.0,0.12765957446808512,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b2732571034f34b381958f8cc727,0
Calm Down,Rï¿½ï,1,2022,2,9,4013.0,10,0.16261530737220944,107.0,44.0,750.0,22.0,0.0,0.2978723404255319,B,Major,0.7945205479452055,0.838709677419355,0.7710843373493976,0.3917525773195876,0.0,0.09574468085106383,0.024727992087042572,Not Found,0
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138.0,4,0.0,13.0,78.0,2.0,0.0,0.0,0.2836879432624113,G,Major,0.8082191780821919,0.6236559139784947,0.7228915662650603,0.10309278350515463,0.0,0.3191489361702128,0.09891196834817027,Not Found,0
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368.0,0,0.059879060244324406,12.0,1.0,11.0,0.0,8.0,0.3049645390070922,F#,Minor,0.2876712328767123,0.3655913978494624,0.7590361445783134,0.09278350515463918,0.0,0.06382978723404256,0.42037586547972366,https://i.scdn.co/image/ab67616d0000b273e38f6d02f1e76fe09009e64e,1
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796.0,9,0.22572081552738218,124.0,66.0,212.0,13.0,1.0,0.7730496453900709,F,Major,0.6438356164383561,0.5698924731182796,0.6024096385542169,0.23711340206185566,0.0,0.05319148936170213,0.7171117705242345,https://i.scdn.co/image/ab67616d0000b2739a9716c90ceeb1890921e44f,3
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658.0,6,0.03499157472405927,33.0,7.0,53.0,2.0,0.0,0.17730496453900713,A#,Minor,0.6164383561643836,0.849462365591398,0.6867469879518073,0.030927835051546393,0.0,0.2978723404255319,0.12363996043521285,Not Found,0
TV,Billie Eilish,1,2022,7,21,3009.0,2,0.12049260284236372,68.0,89.0,65.0,0.0,25.0,0.5390070921985816,E,Minor,0.24657534246575347,0.05376344086021506,0.13253012048192772,0.865979381443299,0.02050861361771954,0.11702127659574468,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2737a4781629469bb83356cd318,2
I'm Not The Only One,Sam Smith,1,2014,1,1,17492.0,3,0.618907157826238,136.0,24.0,1959.0,0.0,30.0,0.12056737588652477,F,Major,0.6164383561643836,0.49462365591397855,0.42168674698795183,0.5773195876288659,0.0,0.05319148936170213,0.024727992087042572,Not Found,2
Heather,Conan Gray,1,2020,3,20,6170.0,7,0.49898675943455356,82.0,1.0,231.0,0.0,2.0,0.1914893617021276,F,Major,0.32876712328767116,0.22580645161290325,0.3493975903614458,0.6391752577319587,0.0,0.30851063829787234,0.0,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43,2
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130.0,4,0.042541836985358794,21.0,79.0,2.0,0.0,0.0,0.36170212765957444,G#,Minor,0.7397260273972603,0.6559139784946237,0.7951807228915663,0.061855670103092786,0.0,0.12765957446808512,0.024727992087042572,Not Found,0
